SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,vaartus_0,vaartus_1,vaartus_2,vaartus_3,vaartus_4,toomaht_0,toomaht_1,toomaht_2,toomaht_3,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,arvestatud,mittearvestatud,mitteilmunud
K,HV,HVKU,FLKU.05.243,Eesti ja maailmakirjanduse suured teemad,4,,,1,14,3,1,15,,5,4,5,,,,,,5
K,HV,HVKU,FLKU.05.248,Teatrikriitika praktikum,,,,3,6,,,9,,2,3,3,,,,,,1
K,HV,HVKU,FLKU.05.251,Uuemaid tekste maailmakirjandusest,,,,5,5,,1,9,,2,4,,2,,,,,2
K,HV,HVKU,HVKU.03.004,Sissejuhatus rakendusantropoloogiasse,,,,1,4,,2,3,,,,,,,,5,,
K,HV,HVKU,HVKU.03.006,Rakendusantropoloogia,,3,2,4,18,,1,24,2,16,6,1,,,,,,
K,HV,HVKU,HVKU.03.009,Magistriseminar,1,,,3,3,1,1,4,1,,,,,,,6,,
K,HV,HVKU,HVKU.03.013,Allikmaterjalide kogumise ja analüüsi meetodid,,,,1,6,,,7,,,,,,,,6,,
K,HV,HVKU,HVKU.03.020,Sissejuhatus kultuurikorraldusse,,,2,4,4,,1,8,1,,,,,,,10,,
K,HV,HVKU,HVKU.03.024,Euroopa etnoloogia,,,,4,4,,7,1,,4,1,1,2,,,,,
K,HV,HVKU,HVKU.03.033,Kultuur ja marksism,,,,1,4,,,4,1,,,,,,,5,,
K,HV,HVKU,HVKU.04.006,Pärimuse ja kultuuripärandi teoreetilised käsitusviisid,,,,,5,,,5,,,,,,,,4,,
K,HV,HVKU,HVKU.04.009,Magistriseminar IV: Juhendajaseminar,,,,2,5,1,,6,,,,,,,,6,,
K,HV,HVKU,HVKU.04.010,Rahvapärased väljendusvormid ja analüütilised kategooriad,,,,,5,,,5,,,,,,,,4,,1
K,HV,HVKU,HVKU.04.018,Magistriseminar II: õpi- ja kirjaoskuste arendamine,,,,1,4,,,5,,,,,,,,4,,
K,HV,HVKU,HVKU.05.005,Ilukirjanduse keel,1,,,,8,1,1,7,,3,1,3,,,,,,2
K,HV,HVKU,HVKU.05.006,Loovkirjutamine I,,,2,6,14,,,22,,,,,,,,18,,4
K,HV,HVKU,HVKU.05.007,Teemaseminar,,,,,7,,,7,,4,2,1,,,,,,
K,HV,HVKU,HVKU.05.021,Ulmekirjanduse seminar,,,,1,14,,,15,,,,,,,,14,,1
K,HV,HVLC,FLGR.00.050,Keeleõppe kavandamine ja hindamine,,,,5,4,,1,8,,4,4,1,,,,,,
K,HV,HVLC,FLGR.01.012,Sissejuhatus germaani filoloogiasse,,1,3,2,4,1,1,8,,2,2,5,1,,,,,
K,HV,HVLC,FLGR.01.158,Tekstianalüüs 2,,,1,1,16,,1,17,,9,6,2,1,,,,,
K,HV,HVLC,FLGR.01.160,Inglise keele struktuur,,1,6,8,6,,5,16,,2,1,7,5,5,1,,,
K,HV,HVLC,FLGR.01.161,Inglise kirjandus keskajast barokini,1,1,4,6,8,1,9,10,,13,1,1,1,1,,,,
K,HV,HVLC,FLGR.01.163,Kirjalik tõlge inglise keelde,,,,4,17,,,21,,16,4,1,,,,,,
K,HV,HVLC,FLGR.01.181,Diskursuseanalüüsi seminar,,,1,2,6,,,9,,5,3,1,,,,,,
K,HV,HVLC,FLGR.01.183,Inglise keele süntaks,,1,2,10,9,,8,14,,4,8,6,1,2,,,,1
K,HV,HVLC,FLGR.01.186,Inglise kirjandus romantismist modernismini,,,4,2,7,,2,11,,10,1,,,,,,,
K,HV,HVLC,FLGR.01.190,Tekstikriitilise lugemise seminar,,1,,,6,1,,6,,2,3,2,,,,,,
K,HV,HVLC,FLGR.01.200,Inglise keele pedagoogiline grammatika,,,,2,6,,,8,,4,3,1,,,,,,
K,HV,HVLC,FLGR.01.209,Inglise keel kõrvalainena II,,,,,6,,1,5,,4,,1,,1,,,,
K,HV,HVLC,FLGR.01.224,Inglise keele õpetamine IKT vahenditega,,,3,4,9,,,16,,8,6,1,1,,,,,
K,HV,HVLC,FLGR.01.341,"Tõlge: ajalugu, teooria, praktika",,,,2,9,,,11,,,,,,,,10,,
K,HV,HVLC,FLGR.01.362,Inglise keele didaktika I,,,1,2,12,,4,11,,8,3,4,,,,,,
K,HV,HVLC,FLGR.01.374,Shakespeare'i Itaalia näidendid,,,,7,21,,4,24,,20,3,,1,1,,,,
K,HV,HVLC,FLGR.01.380,Akadeemiline väljendusoskus inglise keeles II,,,1,4,,,1,4,,,,4,1,,,,,
K,HV,HVLC,FLGR.02.069,Antiikaja olmekultuur,,,,1,10,,,11,,6,5,,,,,,,
K,HV,HVLC,FLGR.02.330,Ladina keele põhikursus romanistika erialale,,,1,4,12,,6,11,,10,3,1,2,,1,,,
K,HV,HVLC,FLGR.02.540,Rooma lüürika,,,,2,4,,,6,,2,2,,1,,,,,1
K,HV,HVLC,FLGR.03.128,Hispaania keele suuline ja kirjalik väljendusoskus,,,,,5,,,5,,5,,,,,,,,
K,HV,HVLC,FLGR.03.136,Akadeemiline kirjutamine prantsuse keeles,,,,,5,,,5,,,,,,,,4,,1
K,HV,HVLC,FLGR.03.151,Prantsuse keele praktikum III,,,,1,5,,,6,,1,2,2,,,,,,1
K,HV,HVLC,FLGR.03.152,Prantsuse keele teooria I,,,,1,11,,1,11,,6,4,1,1,,,,,
K,HV,HVLC,FLGR.03.157,Sissejuhatus romaani filoloogiasse,,1,,7,10,,1,17,,5,6,5,1,,,,,1
K,HV,HVLC,FLGR.03.258,Hispaania keele teooria II,,,,1,6,,,7,,6,1,,,,,,,
K,HV,HVLC,FLGR.03.259,Hispaania keele praktikum II,,,,1,9,,1,8,1,4,2,3,,,1,,,
K,HV,HVLC,FLGR.03.260,Hispaania keele teooria III,,,,3,2,,,5,,4,,,,,1,,,
K,HV,HVLC,FLGR.03.261,Hispaania keele praktikum III,,1,,,5,,,6,,2,1,3,,,,,,
K,HV,HVLC,FLGR.03.264,Hispaania keele suulise ja kirjaliku väljenduse õpetus II,,,,,5,,,5,,1,2,2,,,,,,
K,HV,HVLC,FLGR.03.280,Sissejuhatus romaani kirjandustesse,,2,,3,4,1,2,6,,4,2,,,,,,,3
K,HV,HVLC,FLGR.03.281,Prantsusmaa ajalugu ja kultuur,,,,1,5,,2,4,,4,2,,,,,,,
K,HV,HVLC,FLGR.03.282,Hispaania ajalugu ja kultuur,,1,1,3,9,,5,8,1,10,2,2,,,,,,
K,HV,HVLC,FLGR.03.294,Prantsuse kirjanduse seminar,,,,,5,,3,2,,2,,2,,,,,,1
K,HV,HVLC,FLGR.04.061,Saksa kirjanduse proseminar,,,,,6,,,5,1,1,1,2,,,,,,2
K,HV,HVLC,FLGR.04.152,"Eriseminar saksa kirjandusteadusest: sõjajärgne luule, Paul Celan",1,,1,,3,,3,2,,1,3,1,,,,,,
K,HV,HVLC,FLGR.04.349,Saksa keele stilistika,1,,,2,4,,3,3,1,1,1,1,2,,1,,,1
K,HV,HVLC,FLGR.04.478,Saksa keele didaktika,,,,1,4,,,5,,3,1,1,,,,,,
K,HV,HVLC,FLGR.05.155,Vene ortograafia süvakursus,,,1,1,4,,,6,,,,,,,,6,,
K,HV,HVLC,FLGR.05.193,Seminar vene keele semantikast ja pragmaatikast,,,,,5,,,5,,,,,,,,4,,1
K,HV,HVLC,FLGR.05.223,Akadeemilise kirjutamise alused: vene keele väljendusõpetus,,,,2,4,,2,4,,1,2,2,1,,,,,
K,HV,HVLC,FLGR.05.258,Vene kirjanduse klassikud,,,,1,4,,,4,1,5,,,,,,,,
K,HV,HVLC,FLGR.05.263,Eesti-vene ja vene-eesti tõlge,,,,2,4,,,6,,1,3,1,,,,,,1
K,HV,HVLC,FLGR.05.380,Vastastikused kujud: Venemaa ja Euroopa,,,1,,12,,,12,1,11,2,,,,,,,
K,HV,HVLC,FLGR.05.393,19. saj. vene realismi kirjandus,,,1,,6,,1,6,,3,2,,,,,,,
K,HV,HVLC,FLGR.05.396,Vene diasporaa keel ja kultuur,1,,,2,5,,2,6,,4,1,1,,,,,,2
K,HV,HVLC,FLGR.05.409,Vene keele süntaks,,,,,5,,,5,,2,1,,1,,,,,1
K,HV,HVLC,FLGR.05.427,Vene keele didaktika,,,,,5,,,5,,3,1,1,,,,,,
K,HV,HVLC,FLGR.06.025,Ülevaatekursus Skandinaavia maade kirjandusest,1,,,3,2,1,1,4,,,4,,,1,,,,
K,HV,HVLC,FLGR.06.026,Tekstianalüüs,,,,2,6,,1,7,,1,3,3,1,,,,,
K,HV,HVLC,FLGR.06.028,Rootsi foneetika ja fonoloogia,,,,3,6,,,9,,,,,,,,9,,
K,HV,HVLC,FLGR.06.037,Rootsi keele väljendusõpetus,1,,,1,4,1,1,4,,1,3,1,,,,,,1
K,HV,HVLC,FLGR.06.040,Rootsi kirjanduse ajalugu,,1,2,1,2,,6,,,,,,,,,6,,
K,HV,HVLC,FLGR.06.087,Valikküsimusi grammatikast,,,,,5,,,5,,,,,,,,5,,
K,HV,HVLC,FLGR.06.126,"Süvendatud Põhjamaade kirjandus (epohhid, žanrid, autorid)",,,,1,4,,4,1,,4,,1,,,,,,
K,HV,HVLC,FLGR.06.155,Skandinaavia maade ajalugu ja kultuur,,,2,8,6,,6,10,,4,6,5,1,,,,,
K,HV,HVLC,FLKE.02.276,"Prantsuse keel algtaseme läbinuile (süvaõpe), tase A1 > A2",,,,,8,,2,6,,4,3,,,,,,,1
K,HV,HVLC,FLKE.02.278,"Saksa keel algajatele II (süvaõpe), tase A1>A2",,,,,14,,,13,1,5,4,4,1,,,,,
K,HV,HVLC,FLKE.03.121,"Sissevaateid eesti kultuuri. Filmi- ja muuseumikursus, inglise keele baasil",,,,1,8,,,8,1,8,,1,,,,,,
K,HV,HVLC,FLKE.05.009,Farmaatsiaalane ladina keel,1,,,10,11,,,22,,,,,,,,21,,1
K,HV,HVLC,FLKE.05.010,Ladina keel loodusteadlastele: grammatika- ja terminoloogiakursus,,,,4,16,1,,19,,,,,,,,20,,
K,HV,HVLC,FLKE.05.064,"Hispaania keel algtaseme läbinuile (süvaõpe) II, tase A1 > A2",,,,,13,,2,11,,4,5,2,,,,,,2
K,HV,HVLC,FLLC.00.011,Magistritöö,,,,1,7,,1,7,,4,2,1,1,,,,,
K,HV,HVLC,FLLC.00.016,Juhendajaseminar,,,,,8,,,7,1,5,2,,,,,,,
K,HV,HVLC,FLLC.02.001,Maailmakirjandus I. Antiik,,,2,4,7,,3,9,1,10,2,,,,,,,1
K,HV,HVLC,FLLC.08.006,Jaapani kirjandus,,,1,,12,1,,12,,,,,,,,12,1,
K,HV,HVLC,FLLC.08.008,Korea ajalugu (inglise keele baasil),,,,3,8,,,11,,,,,,,,11,,
K,HV,HVLC,FLLC.08.017,Jaapani kultuur ja ühiskond,,,,2,12,,1,13,,,,,,,,14,,
K,HV,HVLC,FLLC.09.001,"Eesti keele algkursus I, inglise keele baasil, tase 0 > A1.1",3,,,4,46,3,3,46,1,42,4,2,,,1,,,4
K,HV,HVLC,FLLC.09.002,"Eesti keele algkursus II, inglise keele baasil, A1.1>A1.2",,,,3,29,,1,29,2,17,14,2,,,,,,
K,HV,HVLC,FLLC.09.004,"Eesti keele sõnavara- ja vestluskursus eelkesktasemele I, A2.1 > A2.2",,,,2,5,,,7,,4,2,1,,,,,,
K,HV,HVLC,FLLC.09.005,"Eesti keele sõnavara- ja vestluskursus eelkesktasemele II, A2.2 > B1.1",,,,1,7,,,8,,6,,2,,,,,,
K,HV,HVLC,FLLC.09.007,"Eesti keel kesktasemele II, tase B1.2 > B2.1",,,,2,8,,,10,,3,3,3,1,,,,,
K,HV,HVLC,FLLC.09.009,"Eesti keel kõrgtasemele II, tase B2.2 > C1.1",,,,2,7,,,8,1,4,2,1,,,1,,,1
K,HV,HVLC,HVLC.00.007,Euroopa keelte ja kultuuride magistriseminar,,,,3,3,,1,5,,,,,,,,6,,
K,HV,HVLC,HVLC.00.008,Kultuur ja suhtlus,,,,3,18,,1,19,1,,,,,,,21,,
K,HV,HVLC,HVLC.00.009,Seminar maailma kultuuridest,,,,3,22,,1,24,,,,,,,,23,1,
K,HV,HVLC,HVLC.01.002,Ingliskeelsed kultuurid,,2,1,7,17,1,6,20,,4,6,10,3,1,3,,,
K,HV,HVLC,HVLC.01.003,Inglise keele praktiline grammatika II,,,3,3,6,,3,9,,1,2,3,5,1,,,,
K,HV,HVLC,HVLC.01.016,"Erialane inglise keel matemaatilise statistika üliõpilastele, tase B2 > C1",,,,3,9,,,12,,,,,,,,12,,
K,HV,HVLC,HVLC.01.017,"Erialane inglise keel. Sissejuhatus õiguskeelde I, tase B2.1",,,,1,14,,1,14,,,,,,,,15,,
K,HV,HVLC,HVLC.01.019,"Erialane inglise keel. Õiguskeel III, tase B2.2 > C1",,,,1,14,,4,11,,,,,,,,15,,
K,HV,HVLC,HVLC.01.022,"Erialane inglise keel. Sissejuhatus õiguskeelde I (SÕ), tase B1.2 > B2.1",1,,,,4,1,1,3,,,,,,,,4,1,
K,HV,HVLC,HVLC.01.024,"Erialane inglise keel. Õiguskeel III (SÕ), tase B2.2 > C1.1",,,1,2,12,,,15,,,,,,,,15,,
K,HV,HVLC,HVLC.01.028,"Inglise keel eelkesktasemele II, tase B1.1 > B1.2",,,,,6,,,6,,,,,,,,6,,
K,HV,HVLC,HVLC.01.031,"Inglise keel kesktasemele II, tase B2.1 > B2.2",,,,,6,,,6,,,,,,,,6,,
K,HV,HVLC,HVLC.01.034,"Inglise keel kõrgtasemele II, tase C1",,,,1,4,,1,3,1,,,,,,,5,,
K,HV,HVLC,HVLC.01.035,"Inglise keel kesktasemele. Grammatika ja sõnavara, tase B1.2 > B2.1",,,,1,10,,1,10,,,,,,,,11,,1
K,HV,HVLC,HVLC.01.036,"Inglise keel kõrgtasemele. Grammatika ja sõnavara, tase B2.2>C1.1",,,1,,6,,,7,,,,,,,,7,,
K,HV,HVLC,HVLC.01.037,"Inglise keele vestluskursus kesktasemele, tase B1.1>B1.2",,,,1,6,,,7,,,,,,,,7,,
K,HV,HVLC,HVLC.01.039,"Inglise keel humanitaarerialade üliõpilastele II (100% e-õpe), tase B2.1 > B2.2",,,,4,9,,,12,1,,,,,,,13,,
K,HV,HVLC,HVLC.01.040,"Inglise keel kõrgtasemele (100% e-õpe), tase B2 > C1",,,1,9,12,,,18,4,,,,,,,22,,
K,HV,HVLC,HVLC.01.041,"Inglise keel. Üldakadeemiline sõnavara (100% e-õpe), B1.2>B2.1",1,,,9,17,1,2,24,,,,,,,,26,,1
K,HV,HVLC,HVLC.01.047,Kultuuridevaheline kommunikatsioon,,,,3,32,1,,30,4,,,,,,,30,,
K,HV,HVLC,HVLC.01.049,"Erialane inglise keel arstiteaduse üliõpilastele (50% e-õpe), tase B2 > C1",,1,,,7,,1,7,,,,,,,,7,1,
K,HV,HVLC,HVLC.01.061,"Inglise keel kõrgtasemele II, tase C1 > C2",,,,,8,,1,7,,,,,,,,8,,
K,HV,HVLC,HVLC.01.063,"Inglise keel kesktasemele. Grammatika ja sõnavara (100% e-õpe), tase B2.1>B2.2",1,2,1,3,4,,1,10,,,,,,,,10,1,
K,HV,HVLC,HVLC.02.002,Ladina keel filoloogidele,2,1,1,16,31,2,1,45,3,,,,,,,48,1,2
K,HV,HVLC,HVLC.02.005,Antiikkultuuri ja -keeli puudutavad elektroonilised ressursid,,,,1,5,,,6,,,,,,,,6,,
K,HV,HVLC,HVLC.03.005,"Prantsuse keele algkursus I, tase 0 > A1.1",,,,3,17,,,20,,,,,,,,20,,
K,HV,HVLC,HVLC.03.006,"Prantsuse keele algkursus I (inglise keele baasil), tase 0 > A1.1",,,,1,10,,,11,,8,2,1,,,,,,
K,HV,HVLC,HVLC.03.007,"Prantsuse keele algkursus II, tase A1.1 > A1.2",,,,1,7,,,8,,,,,,,,8,,
K,HV,HVLC,HVLC.03.008,"Prantsuse keele algkursus II (inglise keele baasil), tase A1.1 > A1.2",,,,,19,,2,17,,10,8,1,,,,,,
K,HV,HVLC,HVLC.03.011,"Prantsuse keel eelkesktasemele II, A2.2 > B1.1",,,1,2,9,,,11,1,,,,,,,12,,
K,HV,HVLC,HVLC.03.013,"Prantsuse keel kesktasemele II, B1.2 > B2.1",,,,1,5,,,5,1,,,,,,,6,,
K,HV,HVLC,HVLC.03.015,"Prantsuse keel kõrgtasemele II, B2.2 > C1.1",,,,1,5,,,6,,,,,,,,5,1,
K,HV,HVLC,HVLC.03.020,"Itaalia keel algtasemele I, tase 0 > A1.1",,,1,2,30,,1,32,,,,,,,,33,,
K,HV,HVLC,HVLC.03.021,"Itaalia keel algtasemele II, tase A1.1 > A1.2",1,,,1,9,1,,10,,,,,,,,10,,1
K,HV,HVLC,HVLC.03.026,"Hispaania keel algtasemele I, tase 0 > A1.1",,,,2,21,,,22,1,,,,,,,23,,
K,HV,HVLC,HVLC.03.027,"Hispaania keel algtasemele II, tase A1.1 > A1.2",,,1,2,3,,,5,1,,,,,,,6,,
K,HV,HVLC,HVLC.03.033,Itaalia ajalugu ja film (inglise keele baasil),,,,1,9,,,9,1,4,2,4,,,,,,
K,HV,HVLC,HVLC.03.034,"Itaalia keel eelkesktasemele (inglise keele baasil), tase A2.2 > B1.1",,,,1,7,,1,6,1,3,3,1,1,,,,,
K,HV,HVLC,HVLC.04.006,"Erialane saksa keel. Õiguskeel (100% e-õpe), tase B2 > C1",,,,2,18,,,17,3,,,,,,,20,,
K,HV,HVLC,HVLC.04.007,"Saksa keel algtasemele I, tase 0 > A1.1",,,,2,20,,,22,,,,,,,,21,1,
K,HV,HVLC,HVLC.04.008,"Saksa keel algtasemele II, tase A1.1 > A1.2",,,,1,7,,,8,,,,,,,,8,,
K,HV,HVLC,HVLC.04.010,"Saksa keel eelkesktasemele I, tase A2.1 > A2.2",,,,2,6,,,8,,,,,,,,8,,
K,HV,HVLC,HVLC.04.012,"Saksa keel kesktasemele I, tase B1.1 > B1.2",,,,2,12,,1,12,1,,,,,,,14,,
K,HV,HVLC,HVLC.04.017,"Saksa keel algtasemele II (inglise keele baasil), tase A1.1>A1.2",1,1,1,,6,2,,6,1,3,2,2,,,,,,2
K,HV,HVLC,HVLC.04.018,"Saksa keele grammatika I (100% e-õpe), tase A2",1,,,5,19,1,,23,1,,,,,,,24,,
K,HV,HVLC,HVLC.04.019,"Saksa keele grammatika II (100% e-õpe), tase B1",2,,,3,11,1,1,14,,,,,,,,13,,3
K,HV,HVLC,HVLC.04.027,Saksakeelsete maade ajalugu I,,,3,3,,1,5,,,3,1,,1,,,,,1
K,HV,HVLC,HVLC.04.037,Poeetiline mõtlemine ja maailma mõtestamine,,,1,3,3,,,7,,1,1,3,1,,,,,1
K,HV,HVLC,HVLC.04.039,Germanistika meetodid,,1,,4,4,,4,5,,1,1,3,3,,1,,,
K,HV,HVLC,HVLC.04.040,Transmediaalsed düstoopiad,,,,1,4,,,5,,,,,,,,5,,
K,HV,HVLC,HVLC.05.009,"Erialane vene keel õigusteaduskonna SÕ tudengitele (75% e-õpe), tase A2 > B1",,1,,,6,,1,6,,,,,,,,6,1,
K,HV,HVLC,HVLC.05.012,"Vene keel algtasemele I (inglise keele baasil), tase 0 > A1",,,,2,13,,1,13,1,9,4,1,1,,,,,
K,HV,HVLC,HVLC.05.013,"Vene keel algtasemele II (inglise keele baasil), tase A1 > A2",,1,,,4,1,1,3,,1,1,1,,,2,,,
K,HV,HVLC,HVLC.05.014,"Vene keel eelkesktasemele (inglise keele baasil), tase A2 > B1",,,,1,6,1,2,4,,1,2,3,,,1,,,
K,HV,HVLC,HVLC.05.016,"Vene keel algtasemele I, tase 0 > A1.2",,1,,1,24,1,,25,,,,,,,,24,,2
K,HV,HVLC,HVLC.05.017,"Vene keel algtasemele II, tase A1.2 > A2.1",,,1,3,26,,,27,3,,,,,,,28,2,
K,HV,HVLC,HVLC.05.018,"Vene keel eelkeskastmele I, tase A2.1 > A2.2",,1,,,7,,1,7,,,,,,,,8,,
K,HV,HVLC,HVLC.05.019,"Vene keel eelkesktasemele II, tase A2.2 > B1.1",,,,1,9,,,9,1,,,,,,,10,,
K,HV,HVLC,HVLC.05.020,"Vene keel kesktasemele I, tase B1.1 > B1.2",,,,1,5,1,,5,,,,,,,,5,,1
K,HV,HVLC,HVLC.05.024,"Vene keel kõnes ja kirjas. Suhtluskeel ja sõnavara kõrgtasemele, tase B2 > C1",,,,,7,,,7,,6,1,,,,,,,
K,HV,HVLC,HVLC.05.025,"Vene keel arstiteaduse üliõpilastele I, tase A2.1 > A2.2",1,,,1,14,1,1,14,,,,,,,,16,,
K,HV,HVLC,HVLC.05.026,"Vene keel arstiteaduse üliõpilastele II, tase A2.2> B1.1",1,,,1,3,1,,3,1,,,,,,,5,,
K,HV,HVLC,HVLC.05.027,"Vene keel arstiteaduse üliõpilastele III, tase B1.1 > B1.2",,,,,8,,,8,,,,,,,,8,,
K,HV,HVLC,HVLC.05.030,"Erialane vene keel. Õiguskeel II, tase B1",,,,3,5,,,8,,,,,,,,8,,
K,HV,HVLC,HVLC.05.032,"Erialane vene keel arstiteaduse üliõpilastele (100% e-õpe), tase A2",,,,5,10,,,15,,,,,,,,15,,
K,HV,HVLC,HVLC.05.033,"Vene keele grammatika I (100% e-õpe), tase A2",1,,1,2,18,,2,19,1,,,,,,,21,1,
K,HV,HVLC,HVLC.05.034,"Vene keele grammatika II (100% e-õpe), tase B1",,,1,1,12,,1,13,,,,,,,,12,2,
K,HV,HVLC,HVLC.05.036,Vene keel ajalooüliõpilastele (tase B1 > B2),,,,2,3,,,5,,,,,,,,4,,1
K,HV,HVLC,HVLC.05.038,Kontrastiivgrammatika probleeme vene keele alusel,,,,,7,,,7,,5,1,1,,,,,,
K,HV,HVLC,HVLC.05.061,"Vene keele foneetika, leksikoloogia ja sõnamoodustus",,,,,6,,,6,,2,3,1,,,,,,
K,HV,HVLC,HVLC.06.003,Teadustekstide analüüs,,,1,,4,,,5,,,,,,,,5,,
K,HV,HVLC,HVLC.06.005,"Rootsi keel algtasemele II, tase A1.2> A2.1",,,,,17,,,17,,17,,,,,,,,
K,HV,HVLC,HVLC.06.010,"Rootsi keel algajatele I, (inglise keele baasil), tase 0 > A1.2",,1,2,2,5,1,,6,3,10,,,,,,,,
K,HV,HVLC,HVLC.06.012,"Rootsi keel arstiteaduse üliõpilastele, tase B1",,,,,5,,,5,,,,,,,,5,,
K,HV,HVLC,HVLC.06.021,"Norra keel algtaseme läbinuile (süvaõpe), tase A2 > B1",,,,3,18,,4,17,,8,4,8,,1,,,,
K,HV,HVLC,HVLC.07.002,Teadus- ja tehnikatekstide tõlge teisest võõrkeelest,,,,4,4,,,8,,5,3,,,,,,,
K,HV,HVLC,HVLC.07.007,Rahvuslik ja kultuuriline imagoloome tõlkes,,,,2,4,,1,5,,1,3,1,,,,,,1
K,HV,HVLC,HVLC.07.008,Tõlkeabiprogrammid ja tõlkemälud,,,1,3,3,,1,6,,2,3,,,,,,,2
K,HV,HVLC,HVLC.07.009,Sissejuhatus Euroopa Liidu tekstide tõlkimisse,,,,,8,,,8,,5,3,,,,,,,
K,HV,HVLC,HVLC.07.010,Majandustekstide tõlge esimesest võõrkeelest ja võõrkeelde,,,1,2,4,,,7,,3,3,1,,,,,,
K,HV,HVLC,HVLC.07.012,Õigustekstide tõlge esimesest võõrkeelest ja võõrkeelde,,,,2,9,,,11,,,,,,,,11,,
K,HV,HVLC,HVLC.08.008,"Jaapani keel algtasemele I, tase 0 > A1.1",2,,1,4,14,2,2,17,,,,,,,,16,5,
K,HV,HVLC,HVLC.08.009,"Jaapani keel algtasemele II, tase A1.1 > A1.2",,,,,8,,,8,,,,,,,,7,1,
K,HV,HVLC,HVLC.08.012,"Hiina keel algtasemele I (inglise keele baasil), tase 0 > A1.1",,,,,6,,1,5,,,,,,,,6,,
K,HV,HVLC,HVLC.08.013,"Hiina keel algtasemele II (inglise keele baasil), tase A1.1 > A1.2",,,,5,3,,1,5,2,,,,,,,7,,1
K,HV,HVLC,HVLC.08.016,"Korea keel algtasemele I (inglise keele baasil), tase 0 > A1.1",,,,,9,,,7,2,,,,,,,9,,
K,HV,HVLC,HVLC.08.017,"Korea keel algtasemele II (inglise keele baasil), tase A1.1>A1.2",,,,,10,,,10,,,,,,,,10,,
K,HV,HVLC,HVLC.08.018,"Korea keel algtasemele III (inglise keele baasil), tase A1.2 > A2.1",,,,1,5,,,5,1,,,,,,,6,,
K,HV,HVLC,HVLC.08.020,"Araabia keel algtasemele II, tase A1.1 > A1.2",,,,1,4,,1,4,,,,,,,,4,,1
K,HV,HVLC,HVLC.09.002,"Eesti keel arstiteaduse tudengitele II, tase A1.2 > A2.1",,,,1,6,,,7,,,,,,,,7,,
K,HV,HVLC,HVLC.09.004,"Eesti keel arstiteaduse tudengitele IV, tase B1.1 > B1.2",,1,,1,12,,1,13,,5,5,2,1,1,,,,
K,HV,HVLC,HVLC.09.019,"Läti keel algtasemele I, tase  0 > A1.1",,,,1,13,,,14,,,,,,,,14,,
K,HV,HVLC,HVLC.09.020,"Läti keel algtasemele II, tase A1.1 > A1.2",,,,1,6,,,7,,,,,,,,6,1,
K,HV,HVLC,HVLC.09.029,"Eesti keel algtasemele I (100% e-õpe), tase 0 > A1.1",,1,1,,14,,1,15,,7,3,4,,,2,,,
K,HV,HVLC,HVLC.09.034,"Eesti keele intensiivkursus II. Lugemine ja suuline eneseväljendus (vene keele baasil), tase A2 > B1",,,1,,12,,,13,,4,6,1,1,1,,,,
K,HV,HVLC,HVLC.09.035,"Eesti keele intensiivkursus II. Grammatika ja kirjalik eneseväljendus (vene keele baasil), tase A2 > B1",1,,,,12,1,,12,,4,5,2,2,,,,,
K,HV,HVLC,HVLC.09.036,Eesti keele intensiivkursus II. Hääldamine ja kuulamine (vene ja inglise keele baasil),1,,,1,11,,,11,2,7,1,4,1,,,,,
K,HV,HVLC,HVLC.09.038,"Eesti keel algtasemele II (100% e-õpe), tase A1.1 > A1.2",,1,1,1,2,,1,4,,3,,,,,2,,,
K,HV,HVLC,HVLC.10.009,Akadeemiline väljendusoskus,,,,8,24,,3,28,1,,,,,,,31,,1
K,HV,HVUS,HVUS.01.001,Mittereligioossed maailmavaated,1,,,2,13,1,,15,,,,,,,,14,2,
K,HV,HVUS,HVUS.02.003,Seksuaalteoloogia,,,,2,29,1,1,25,4,,,,,,,29,,2
K,HV,HVUS,HVUS.02.011,Süstemaatilise teoloogia magistriseminar,,,,,6,,,6,,5,1,,,,,,,
K,HV,HVUS,HVUS.03.004,Religioon ja haridus,,,,1,7,,,8,,6,2,,,,,,,
K,HV,HVUS,HVUS.04.001,Loenguid usuteaduse kullafondist,,,,2,5,,,7,,,,,,,,6,,1
K,HV,HVUS,HVUS.04.003,Antropoloogia religiooniuuringutes,,,,1,5,,,6,,1,2,2,1,,,,,
K,HV,HVUS,HVUS.06.006,"Ühiskond, usk ja poliitika kaasaegses Lähis-Idas",,,,1,5,,,6,,4,1,1,,,,,,
K,HV,HVUS,HVUS.06.010,Sissevaade ühiskondlikult aktiivsesse budismi: ajalugu ja meetodid,,,,,8,,,8,,,,,,,,6,,2
K,HV,HVUS,HVUS.06.011,Hiina mõtteloo ja religiooni ajalugu,,,1,,8,,3,6,,,,,,,,9,,
K,HV,HVUS,USUS.00.080,Doktoriseminar,,,,1,4,,,5,,,,,,,,5,,
K,HV,HVUS,USUS.01.057,Religioon ja poliitika,,,2,,11,,2,11,,11,,,,1,,,,1
K,HV,HVUS,USUS.02.055,Religioon ja loodus,,,,3,13,1,,15,,,,,,,,14,,2
K,HV,HVUS,USUS.03.051,Retoorika,,,1,1,7,,,7,2,9,,,,,,,,
